,Job Title,Location,Date,Link,Job Attributes,Job Description
57,Personal Care Attendant (PCA) Functional Skills Trainer,Downtown Boston,May 11,https://boston.craigslist.org/gbs/npo/d/boston-personal-care-attendant-pca/7122217499.html,"
compensation: $34,000 annually plus excellent benefits

employment type: full-time

non-profit organization

","

QR Code Link to This Post


General Description of Duties:  Will provide skills training, service coordination and other supportive services to people with disabilities who are using or wish to be evaluated for the BCIL personal care attendant (PCA) program. Will work with individual consumers to educate them on how a consumer uses the PCA program and will provide information and updates as needed on program changes, including information on program guidelines and regulations, documentation requirements, and relevant community services and resources.  

Essential Job Functions:  
	Determines if individuals may be eligible for MassHealth benefits.
	Assesses if an individual has the ability and skills to live independently and manage his or her own PCA program or if they can do so with the assistance of a surrogate, case manager or administrative proxy.
	Communicate the PCA Provider Agency’s (BCIL’s) role and the Fiscal Intermediary’s (FI) role as outlined in the MassHealth handbook.
	Conduct program intakes and provide orientation and ongoing skills training and peer mentoring to consumers individually or in groups.
	Coordinate services with other agencies (such as VNAs, home health agencies, MRC, DMH, DDS, MCB, etc.) and BCIL services (i.e. youth services, core IL services, LTSS coordination, I&R, other).
	Complete documentation of skills training, I&R, Peer Mentoring, etc. provided to each consumer.
	Have a working knowledge of contract requirements such as timelines for contacting consumers, providing services, consumer eligibility documentation requirements, consumer rights, and more.
	Participate in organization staff meetings, PCA Department meetings, and required staff trainings and workshops.
	Perform other related duties as assigned

Qualifications:
	At least one year’s experience in a human services field or relevant personal independent living experiences.
	Effective communication skills, including ability to effectively complete reports and required documentation. 
	Computer skills or ability to quickly learn.
	Ability to manage time effectively and carry out projects independently, within a team setting.
	Ability to travel and access consumers’ residences to conduct initial intake and PCA skills    
        training.
	Commitment to independent living philosophy
	Ability to communicate in a 2nd language used by BCIL PCA consumers (Spanish, Haitian  
        Creole, Cape Verdean Creole, Vietnamese, other) a plus.

Hours
40 Hours – Full Time

Compensation:
	2 weeks paid vacation (increases with length of service)
	2 personal days
	11 holidays
	12 sick days
	Health, dental, (75% paid by agency).  Short-term disability, long-term 
       disability, group life insurance 100% company paid.

Fax or e-mail cover letter and resume to:
		HR Director
		Boston Center for Independent Living, Inc.
		60 Temple Place, 5th Floor
                617 338-6661 (fax)

BCIL is an Affirmative Action/Equal Opportunity Employer.  Reasonable accommodation is provided as needed for employees and other affiliates.  Criminal Offender Record Information (CORI) and List of Excluded Individuals/Entities (LEIE) checks are part of BCIL's standard procedure.

"
58,Administrative assistant for non-profit organizations,Newton,May  9,https://boston.craigslist.org/gbs/npo/d/newton-administrative-assistant-for-non/7121213248.html,"
compensation: $50,000 per year with much room for advancement

employment type: full-time

","

QR Code Link to This Post


Seeking administrative assistant for a non-profit organization. Our primary focus is on providing medical care and other social services but we are expanding our services base. Successful candidates will have a minimum of two years experience working with one or more non-profits in different sectors. Knowledge of all social media channels, SEO and the current state of all fundraising technology is a must. 
     Please e-mail resume with all pertinent work experience.    "
59,"Workforce Development and Training Coordinator, MON-FRI, 8:30AM-5PM, 2",Boston,May  8,https://boston.craigslist.org/bmw/npo/d/boston-workforce-development-and/7120614710.html,"
compensation: DOE

employment type: full-time

","

QR Code Link to This Post


SCHEDULE: 40 hours, Monday – Friday, 8:30 a.m. to 5:00 p.m., some Holidays included, and flexibility with shift required

JOB DESCRIPTION:

The Workforce Development and Training Coordinator works directly with the trainees enrolled in Pine Street Inn’s Job Training Programs, particularly during their first eight (8) weeks of training and during the internship phases of the programs.The Workforce Development and Training Coordinator is responsible for program recruitment, managing the application process and paperwork, coordinating interviews, program communications, facilitating orientation, graduation, and other Workforce Development (WFD) related activities as needed. Other key functions include but are not limited to:
•Management of all trainee workshop sessions, some of which are volunteer-led.
•Assessment of trainees, interpretation of assessment results, orientation and delivery of soft skills training, development of individual plans, follow-up, report writing, and consultation with PSI’s workforce development team, and with other external and internal stakeholders.
•Maintaining trainees’ records, collects and enters data, and prepares reports within established protocol/timeframe.
•In conjunction with the Stabilization Specialist and trainee supervisor, act as the liaison/advocate for the interactions between trainees and Pine Street Inn staff particularly in regards to issue where stress, tension and anxiety are in play. 

QUALIFICATIONS:

We are looking for an individual who is punctual, adheres to the time and attendance policies and practices of the department, is compassionate and has a good disposition, is flexible, pays attention to safety, is professional and shows initiative. Also important is someone who is focused on job quality and continued improvement, is tolerant, and is committed to department unity and teamwork.  

RREQUIREMENTS:
•Bachelor’s Degree in related field, plus five (5) or more years in the Human Service, Education, or related field
•Minimum of three (3) years’ experience counseling and social work that includes the following:
•Demonstrated ability to develop partnerships with external agencies and resources
•Ability to create and pilot new program initiatives in response to data trends
•Extensive knowledge of workforce development principles, theories, and practices, especially as relating to     vulnerable populations and populations with significant barriers to obtaining and sustaining employment 
•Demonstrated ability to establish priorities, implement plans, and meet deadlines
•Ability to create and maintain reports for program management, partners, and funders
•Ability to create and deliver presentations further to managing or extending relationships with funders, external partners, and internal program management and leadership.
•Experience in creating and conducting workshops, developing presentations, and project facilitation
•High degree of cultural sensitivity and ability to work effectively with diverse people and situations
•Deep understanding and creative problem-solving mindset with regard to addressing the vocational barriers affecting vulnerable adults, including: mental health and/or substance abuse issues, homelessness, chronic unemployment, lack of education, housing instability, and other barriers.
•Must be adept in using Windows 2010 programs with strong data entry skills
•Ability to stand and sit for long periods of time; use computer, calculator, fax, copier, and other office equipment
•Ability to access different building locations and program sites
•Ability to meet with external partners and funders in the greater Boston area
•Highly developed organizational skills, excellent written and verbal skills
•Must be able to perform a wide variety of difficult tasks at the same time
•Must possess the ability to work independently and meet deadlines
•Strong computer skills including familiarity with management information or database programs required
•Ability to resolve conflicts diplomatically, to be decisive and to make professional judgments
•Temperament to work with individuals with untreated mental illness and substance abuse issues around vocational and employment issues
•Ability to provide counsel and referrals to program participants with a higher level of needs for intensive vocational supports and other activities of daily living
•Ability to counsel other staff with regard to best practices in assisting participants with severe barriers to employment stability
•The Workforce Development and Training Coordinator will split their time between working with trainees and communicating with and working with both internal and external programs around referrals into the program. The remaining time is dedicated to the administrative duties vital to the success of the training program.

PREFERRED:              
•Master’s degree in social work, mental health counseling, psychology, or other related field, plus three (3) or more years in the Human Service, Education, or related field
•Three (3) years’ experience providing employment and training services to homeless and chronically homeless adults 
•Prior experience working with adults experiencing mental health and/or substance use issues

ESSENTIAL FUNCTIONS INCLUDE BUT ARE NOT LIMITED TO:

Job Training Program Management (Recruitment, Training and Supervision) 
•Manages referral providers and spearhead recruitment and outreach to bring trainees into the job training programs, including coordinating and running presentations. 
•Responsible for the job training program interview and selection process, as well as completing the formal human resource requirements pertinent to trainee recruitment. 
•Oversees and manage Orientation day for the job training programs for 25-30 trainees every eight weeks. This includes making room reservations and catering orders, scheduling presenters, preparation of all printed Orientation materials, providing presentation support, providing building access, producing trainee IDs, following up on missing documents, coordinating trainee schedules with case managers, and processing all new hire paperwork for each trainee.  The WFD team and interns support as needed.  
•Manages new hire paperwork, entering new trainee data in the Pine Street Inn / City-wide database 
•Strategize with WFD team members to coordinate, plan and execute auxiliary trainings that promote job readiness. With support from the WFD intern, coordinate workshops: Visiting Chef’s Series, Mindfulness/Path of Freedom, Digital Literacy, Financial Literacy & Professionalism, Job Readiness, and as needed to reflect curriculum/model changes or enhancements. Several workshops are volunteer-led and the Workforce Development and Training Coordinator is onsite to support as needed.  
•Works closely with the Inn’s Communications and Advancement teams: manages publication of all collateral material for the job training programs; manages requests for trainee speakers / success stories.  
•Working closely with the Inn’s graduation committee, participate in the planning of the annual job training graduation, including coordinating trainee invitations and RSVPs, conducting rehearsal and providing logistical event support. 
•May be asked to represent the Inn’s WFD efforts on internal and external committees, sub-groups, etc.  
•Engage as a strong team player for the WFD department. This role serves to unite the team around varying objectives and needs; solution-oriented and flexibility is imperative to achieve results within a supportive culture.


Life Skills, Coaching and Program Development  
•Creates a safe and comfortable atmosphere that fosters a full sense of acceptance, and appreciation for trainees, in order for them to open up and address issues. 
•Along with the WFD team, for each trainee, set appropriate goals and design a plan for reaching them 
•As needed, refer trainees to outside community providers for assistance with non-vocational needs and reinforce referrals with trainees.
To Apply https://www.pinestreetinn.org/aboutus/careers "
60,Psych Rehab - Residential Counselor (day and awake overnight),Lawrence,May  7,https://boston.craigslist.org/nwb/npo/d/lawrence-psych-rehab-residential/7120402488.html,"
compensation: Great Pay Rates, flexible schedule options, and amazing Benefits!

employment type: employee's choice

non-profit organization

","

QR Code Link to This Post


 ★ Awake Overnight and Day Residential Counselors needed at Vinfen  - Hiring Now! NOW OFFERING Additional $1 per hour increase awarded through April and May!★ 

Attention Job Seekers who are passionate about Human Services! 
Vinfen is hiring Awake Overnight Counselors to work in our residential programs in Lawrence.  

 Job Description: "
61,Psychiatric Rehab - Awake Overnight Residential Counselors needed!,Haverhill,May  7,https://boston.craigslist.org/nwb/npo/d/haverhill-psychiatric-rehab-awake/7120373606.html,"
compensation: Great Pay Rates, flexible schedule options, and amazing Benefits!

employment type: employee's choice

non-profit organization

","

QR Code Link to This Post


 ★ Awake Overnight Residential Counselors needed at Vinfen  - Hiring Now! NOW OFFERING Additional $1 per hour increase awarded through April and May!★ 

Attention Job Seekers who are passionate about Human Services! 
Vinfen is hiring Awake Overnight Counselors to work in our residential program in Haverhill.  

 Job Description: "
62,Awake Overnights-Teen Living/Parenting-Melrose,Melrose,May  7,https://boston.craigslist.org/gbs/npo/d/melrose-awake-overnights-teen-living/7120218359.html,"
compensation: Competitive Salary & Benefits.

employment type: full-time

non-profit organization

","

QR Code Link to This Post


Awake Overnight Opportunities - Teen Living/Parenting Program

Full-Time & Part-Time Shifts:  Chelsea&Melrose (Female Candidates)

Teen Living/Parenting Program Family Advocate:
The advocates are an integral part of the client's treatment/support team who insure that services are coordinated and delivered to resident families in a comprehensive manner. All staff must be well versed in understanding, creating and maintaining a trauma-informed culture and be amenable to function as an active support in the daily care of the clients and their environment. Employees will be required to understand and work with behavioral and emotional deficits. Employees must provide a safe and structured environment while understanding how and when to intervene and TEACH new, healthier coping responses to stress and anxiety.

Seventy five percent of the TLP position includes documentation of meetings, goals, assessments, plans, intakes and any other necessary information. Each TLP employee will directly manage a case load of not more than four resident families. The TLP employee will also be responsible, either as part of the team or while alone on shift, for the safety of all residents and the facility, with requirements of reporting concerns to the necessary parties.

Essential Job Functions:
-Demonstrated understanding and ability to respond to crisis situations using the model of Trauma Informed Care, Behavior Management and/or Collaborative Proactive Solutions.
-Completing all required documentation including but not limited to: intake assessment, Bio Psycho Social, Ebed, weekly meetings, goals, progress notes, treatment plans, referrals and any concerns being addressed.
-Implement individualized treatment plans based on specific needs or goals of each client utilizing community and other available resources.
-Document all shift related reports, communication logs (filemaker), globe with details of shift related incidents or occurrences. Ensure passing on shift and client related information to the next shift.
-Responsible for the safety and security of the teens, children and the facility at all times, by providing structured activities & curriculum based groups.

Overnight specific shift requirements:
-Responsible for hourly rounds/bed checks on all residents throughout the night, insuring safe sleeping and program safety.
-Ensure hourly rounds and client status is documented.
-Clean/stock the facility and common areas.
-Provide morning transportation to youth as needed.
-Remaining awake during the entire shift is required. The appearance of sleeping is not permitted ( ie lying down, eyes closed)

COMPETENCIES AND QUALIFICATIONS:
High School Diploma required and previous experience working with youth or others in a residential setting. A bachelor's degree or some college is preferred. This position requires strong communication and organization skills. Required to pass initial competency evaluation as well as continued assessments of professional development and future trainings. Employees must have a valid driver's license with an acceptable driving record and be willing to use their personal vehicle when Centerboard's vehicles are not available to meet client transportation demands of care or outreach. Individuals are required to connect with youth with healthy relationships and positive interactions.

Centerboard offers competitive salary, great benefits, flexible schedules and a fun working environment.
Bilingual (Spanish/Portuguese) applicants are encouraged to apply.

Interested and qualified applicants should apply through our website online application process by using the link below.

https://workforcenow.adp.com/mascsr/default/mdf/recruitment/recruitment.html?cid=77ae1eae-436b-4b2a-adb1-cf708eaeee3a

To learn more about Centerboard, please visit www.centerboard.org    "
63,"Teen Parenting Program Spanish Speaking- Chelsea, Lynn, Melrose MA",Melrose,May  7,https://boston.craigslist.org/nos/npo/d/melrose-teen-parenting-program-spanish/7120214419.html,"
compensation: Competitive Salary & Benefits.

employment type: full-time

non-profit organization

","

QR Code Link to This Post


Lynn, MA - Teen Living/Parenting Program Family Advocate Opportunity
Chelsea, MA- Teen Living/Parenting Program Family Advocate Opportunity
Melrose, MA- Teen Living/Parenting Program Family Advocate Opportunity

Full-Time and Part-Time Opportunities Available - Weekend, Evening and Flexible Scheduling (Female Candidates)

Teen Living/Parenting Program Family Advocate:
The advocates are an integral part of the client's treatment/support team who insure that services are coordinated and delivered to resident families in a comprehensive manner. All staff must be well versed in understanding, creating and maintaining a trauma-informed culture and be amenable to function as an active support in the daily care of the clients and their environment. Employees will be required to understand and work with behavioral and emotional deficits. Employees must provide a safe and structured environment while understanding how and when to intervene and TEACH new, healthier coping responses to stress and anxiety.

Seventy five percent of the TLP position includes documentation of meetings, goals, assessments, plans, intakes and any other necessary information. Each TLP employee will directly manage a case load of not more than four resident families. The TLP employee will also be responsible, either as part of the team or while alone on shift, for the safety of all residents and the facility, with requirements of reporting concerns to the necessary parties.

Essential Job Functions: 
-Demonstrated understanding and ability to respond to crisis situations using the model of Trauma Informed Care, Behavior Management and/or Collaborative Proactive Solutions. 
-Completing all required documentation including but not limited to: intake assessment, Bio Psycho Social, Ebed, weekly meetings, goals, progress notes, treatment plans, referrals and any concerns being addressed. 
-Implement individualized treatment plans based on specific needs or goals of each client utilizing community and other available resources. 
-Document all shift related reports, communication logs (filemaker), globe with details of shift related incidents or occurrences. Ensure passing on shift and client related information to the next shift. 
-Responsible for the safety and security of the teens, children and the facility at all times, by providing structured activities & curriculum based groups. 

Overnight specific shift requirements:
-Responsible for hourly rounds/bed checks on all residents throughout the night, insuring safe sleeping and program safety.
-Ensure hourly rounds and client status is documented.
-Clean/stock the facility and common areas.
-Provide morning transportation to youth as needed.
-Remaining awake during the entire shift is required. The appearance of sleeping is not permitted ( ie lying down, eyes closed)

COMPETENCIES AND QUALIFICATIONS:
High School Diploma required and previous experience working with youth or others in a residential setting. A bachelor's degree or some college is preferred. This position requires strong communication and organization skills. Required to pass initial competency evaluation as well as continued assessments of professional development and future trainings. Employees must have a valid driver's license with an acceptable driving record and be willing to use their personal vehicle when Centerboard's vehicles are not available to meet client transportation demands of care or outreach. Individuals are required to connect with youth with healthy relationships and positive interactions.

Centerboard offers competitive salary, great benefits, flexible schedules and a fun working environment.
Bilingual (Spanish/Portuguese) applicants are encouraged to apply.

Interested and qualified applicants should apply through our website online application process by using the link below. 

https://workforcenow.adp.com/jobs/apply/posting.html?client=cboard#

To learn more about Centerboard, please visit www.centerboard.org    "
64,"Teen Parenting Program Spanish Speaking- Chelsea, Lynn, Melrose MA",Melrose,May  7,https://boston.craigslist.org/gbs/npo/d/melrose-teen-parenting-program-spanish/7120212816.html,"
compensation: Competitive Salary & Benefits.

employment type: full-time

non-profit organization

","

QR Code Link to This Post


Lynn, MA - Teen Living/Parenting Program Family Advocate Opportunity
Chelsea, MA- Teen Living/Parenting Program Family Advocate Opportunity
Melrose, MA- Teen Living/Parenting Program Family Advocate Opportunity

Full-Time and Part-Time Opportunities Available - Weekend, Evening and Flexible Scheduling (Female Candidates)

Teen Living/Parenting Program Family Advocate:
The advocates are an integral part of the client's treatment/support team who insure that services are coordinated and delivered to resident families in a comprehensive manner. All staff must be well versed in understanding, creating and maintaining a trauma-informed culture and be amenable to function as an active support in the daily care of the clients and their environment. Employees will be required to understand and work with behavioral and emotional deficits. Employees must provide a safe and structured environment while understanding how and when to intervene and TEACH new, healthier coping responses to stress and anxiety.

Seventy five percent of the TLP position includes documentation of meetings, goals, assessments, plans, intakes and any other necessary information. Each TLP employee will directly manage a case load of not more than four resident families. The TLP employee will also be responsible, either as part of the team or while alone on shift, for the safety of all residents and the facility, with requirements of reporting concerns to the necessary parties.

Essential Job Functions: 
-Demonstrated understanding and ability to respond to crisis situations using the model of Trauma Informed Care, Behavior Management and/or Collaborative Proactive Solutions. 
-Completing all required documentation including but not limited to: intake assessment, Bio Psycho Social, Ebed, weekly meetings, goals, progress notes, treatment plans, referrals and any concerns being addressed. 
-Implement individualized treatment plans based on specific needs or goals of each client utilizing community and other available resources. 
-Document all shift related reports, communication logs (filemaker), globe with details of shift related incidents or occurrences. Ensure passing on shift and client related information to the next shift. 
-Responsible for the safety and security of the teens, children and the facility at all times, by providing structured activities & curriculum based groups. 

Overnight specific shift requirements:
-Responsible for hourly rounds/bed checks on all residents throughout the night, insuring safe sleeping and program safety.
-Ensure hourly rounds and client status is documented.
-Clean/stock the facility and common areas.
-Provide morning transportation to youth as needed.
-Remaining awake during the entire shift is required. The appearance of sleeping is not permitted ( ie lying down, eyes closed)

COMPETENCIES AND QUALIFICATIONS:
High School Diploma required and previous experience working with youth or others in a residential setting. A bachelor's degree or some college is preferred. This position requires strong communication and organization skills. Required to pass initial competency evaluation as well as continued assessments of professional development and future trainings. Employees must have a valid driver's license with an acceptable driving record and be willing to use their personal vehicle when Centerboard's vehicles are not available to meet client transportation demands of care or outreach. Individuals are required to connect with youth with healthy relationships and positive interactions.

Centerboard offers competitive salary, great benefits, flexible schedules and a fun working environment.
Bilingual (Spanish/Portuguese) applicants are encouraged to apply.

Interested and qualified applicants should apply through our website online application process by using the link below. 

https://workforcenow.adp.com/jobs/apply/posting.html?client=cboard#

To learn more about Centerboard, please visit www.centerboard.org    "
65,Residential Permanency Youth Counselors-     PRE-ILP,Lynn,May  7,https://boston.craigslist.org/nos/npo/d/lynn-residential-permanency-youth/7120197133.html,"
compensation: Competitive Salary & Benefits.

employment type: full-time

non-profit organization

","

QR Code Link to This Post


Pre-Independent Living Program- Lynn
Monday-Friday 8AM-5PM Full-Time (Male Candidate)

The Direct Care Staff with Centerboard's Youth Services Programs are an integral part of the residents' treatment team. All staff must be well versed in understanding, creating and maintaining a trauma-informed care and be amendable to function as a generalist in the daily care of clients and their environment. Direct Care Staff must become proficient in understanding and treating the behavioral and emotional deficits of at risk youth. They must provide safety and structure while understanding when and how to intervene and teach new, healthier responses to stress and anxiety.

*Applicants should have experience in a direct care or residential setting as well as working with youth or young 
adults in goal setting and personal development.
*Primary responsibilities include assisting residents with life skills, setting and achieving goals as well as maintaining a safe environment.
*Strong observational skills and the ability to document all aspects of resident's care and progress.
*Strong communication skills and working with minimal supervision is necessary.
*Additional duties include oversight of program residents and shift requirements.
*Applicants with residential experience or advocacy encouraged to apply.
*Centerboard offers competitive salaries and benefit packages.
*If you are looking for a flexible work environment and want to give back to youth in need, this job is for you.

Job requirements include a valid driver's license, a bachelor's degree or some college education preferred. MAP certification is required after 90 days of employment (Centerboard will assist with training & certification). Ability to pass CORI/DCF/SORI Background check. Must complete & pass 3 full days of training.

Interested and qualified applicants should apply through our website online application process by using the link below. Centerboard offers competitive salary, great benefits, flexible schedules and a fun working environment.

https://workforcenow.adp.com/mascsr/default/mdf/recruitment/recruitment.html?cid=77ae1eae-436b-4b2a-adb1-cf708eaeee3a

To learn more about Centerboard, please visit www.centerboard.org    "
66,Program Staff Scattered Sites,Lynn,May  7,https://boston.craigslist.org/nos/npo/d/lynn-program-staff-scattered-sites/7120192264.html,"
compensation: Competitive Salary & Benefits.

employment type: full-time

non-profit organization

","

QR Code Link to This Post


Broad Street Program Staff
The primary focus of the Program Site Staff is to provide onsite assistance to program residents in the Scattered Sites Program.  This position will focus on maintaining the safety, security and ensuring program guidelines are adhered to.  Shifts are F/S/S/M/T 4:00pm-12:00Am

Essential Functions:
•	Responsible for unit visits and hourly rounds throughout the building for each shift.
•	Ensure the cleanliness of common areas and units.
•	Complete unit inspection reports.
•	Complete shift and incident reports for each shift.
•	Report any maintenance requests or call for emergency maintenance as required.
•	Receive new families for placement as needed.
•	Responsible for ensuring families keep common area and hallways free form all personal belongings.
•	Maintain keys for units in locked key box.
•	Mediate and address tenant concerns that may arise on shift.
•	Ensure visiting guidelines are adhered to.


Please apply via the Centerboard Website if you enjoy working with people, a flexible work environment and want to make a difference.  

https://workforcenow.adp.com/mascsr/default/mdf/recruitment/recruitment.html?cid=77ae1eae-436b-4b2a-adb1-cf708eaeee3a

Learn more about who we are and what we do at Centerboard by visiting us at www.centerboard.org
"
67,Apply today! Residential Day and Awake Overnight Counselors,Beverly,May  6,https://boston.craigslist.org/nos/npo/d/beverly-apply-today-residential-day-and/7119673988.html,"
compensation: Great Pay Rates, flexible schedule options, and amazing Benefits!

employment type: employee's choice

non-profit organization

","

QR Code Link to This Post


 ★ Residential Counselors needed at Vinfen  - Hiring Now! NOW OFFERING Additional $1 per hour increase awarded through April and May!★ 

Attention Job Seekers who are passionate about Human Services! 
Vinfen is hiring Residential Counselor & Awake Overnight Counselors to work in our residential programs in Beverly, MA.  

 Job Description: "
68,"Laundry Attendant IV, SUN-THU, 1:30PM-10PM",Boston,May  6,https://boston.craigslist.org/bmw/npo/d/boston-laundry-attendant-iv-sun-thu/7119586720.html,"
compensation: 15.31 per hour

employment type: full-time

","

QR Code Link to This Post



SCHEDULE: 40 hours, Sunday – Thursday, 1:30 p.m.-10:00 p.m. 

JOB DESCRIPTION:

The Laundry Attendant performs laundry activities within well established guidelines to ensure that quality standards, safety guidelines and customer service expectations are met. Routine tasks include collecting and sorting soiled linen, loading and unloading commercial machines, sanitizing the work area including; machines, work tables and sorting area and making proper deliveries to storage. Tasks also include tracking and counting items laundered.

The overwhelming majority of the laundry worker’s job is performed while standing, walking and bending. The Laundry Attendant reports equipment/cleaning product needs and or malfunctions to the supervisor in a timely fashion and is responsible for the safe and proper use of detergents and adheres to all safety precautions.

Work involves pulling and pushing, carrying weight up to eighty (80) pounds, twisting, bending and reaching, ability to follow oral and written instructions, is pleasant, tactful and courteous and cooperative with supervisor, co-workers, residents and staff.

REQUIREMENTS:
•High School Diploma or GED
•Ability to read and understand printed labels, signage, and instructions
•The ability to understand and speak English 
•Ability to perform frequent bending, standing, stooping, stretching and walking
•Ability to lift up to eighty (80) pounds
•Ability to perform frequent and repetitive motions to perform all types of cleaning functions
•Must be able to multi-task and perform in an environment that is often times stressful and demanding
•Must be able to work under pressure, set timelines and meet deadlines
•Must be able to stay focused and pay attention regarding the filling of laundry requisitions and the receipts of Laundry

KNOWLEDGE/EXPERIENCE: 

Preferred:
•Minimum of six (6) months of institutional or commercial laundry industry or cleaning
•Knowledge of industry standards as applied to Sanitation and General Procedures
•Good communication skills 
ESSENTIAL FUNCTIONS INCLUDE BUT ARE NOT LIMITED TO: 

•Sort soiled linen into carts by specific item or soil classifications. 
•Must be able to push and pull carts up to 250 pounds often throughout the shift. 
•Place soiled linen in machines to be washed. 
•Fold, sort, and place clean linen into carts by specific item or processing      classifications. 
•Inspect linen for stains and or damage, follow laundry procedures for removal and or disposal. 
•Knowledgeable of and consistently follow policies and procedures as well as appropriate local, state and federal regulations.  
•Perform work in a safe manner and always maintain a safe environment for fellow      team members and guests alike. 
•Immediately report unsafe conditions and team member or guest accidents to a      supervisor or security. 
•Maintain inventory of all laundry supplies and communicate needs to supervisor. 
•At the end of the shift make sure the laundry facility and the machines are      clean and sanitize for the next shift.  
•Perform other additional assignments or projects as requested/directed by supervisor. 

PAY:$15.31 PER HOUR 
Apply at   https://www.pinestreetinn.org/aboutus/careers
"
69,Case Manager-Boston,Boston,May  5,https://boston.craigslist.org/gbs/npo/d/jamaica-plain-case-manager-boston/7119192256.html,"
compensation: $17-$19/hr. Per Diem.  $18.50-$20.50 part-time.  We have temporarily increased our starting wage up to $4.00/hr.  Regularly $15/hr.Per Diem; $16.50 Part-time

employment type: part-time

","

QR Code Link to This Post


Part-time - Tues-Thurs 11a-7p; Fri-Sat 7a-3p
and Per Diem opportunities available




Recognized by the Boston Globe as one of the Top Places To Work, Bay Cove Human Services is a private, not-for-profit corporation that provides a wide variety of services to individuals and their families who face the life-long challenges of developmental disabilities, aging, mental illness and drug and alcohol addiction. We have a wide variety of programs available to our clients including residential services, employment support, and day habilitation programs. Bay Cove's 2,000 highly trained employees serve more than 20,000 individuals and their families each year at more than 160 different program sites throughout Greater Boston and southeastern Massachusetts. 


To find out more about Bay Cove and gain access to all of our current openings, click the banner above. 


Case Manager




Requisition #9009
Case Manager (Andrew House Boston, Jamaica Plain)
Schedule: Fri-Mon 11a-7p
Salary: $17-$19/hr. Per Diem.  $18.50-$20.50 part-time.  We have temporarily increased our starting wage up to $4.00/hr.  Regularly $15/hr.Per Diem; $16.50 Part-time




Responsibilities:

Bay Cove Human Services, Inc.a leading Massachusetts human services organization, seeks a Case Manager for Andrew House, a 24 bed acute treatment facility that provides medically monitored services to adults who need short-term detoxification from alcohol, heroin and other opiates

The Case Manager works with a multidisciplinary team, and is responsible for providing the necessary case management and support for our patients.We are looking for someone who strives to:
 
Challenge thinking.Be different.Lead change.Bay Cove is looking for people who are inspired and inspiring.You will:
 
Provide group counseling to all clients regarding substance use disorder.Provide case management and engage in care consultation regarding specific clients with other staff, relatives and appropriate representatives of other agencies, including social service agencies, housing authorities, health care providers and vocational issues.Provide crisis intervention when necessary.Prepare client evaluations and develop and implement treatment plans.Make appropriate referrals and complete follow-up referrals to insure proper aftercare.Maintain client records and programmatic documentation and insure their confidentiality.

Qualifications:

What you will need to bring:

Education - Bachelor’s Degree preferred or equivalent experience.Experience – Experience in individual and group counseling.Knowledge of the field of substance abuse.Understanding of modality specific issues, such as substance use disorder, homelessness, trauma, and other co-occurring disorders.Skills – Good written and verbal skills, computer skills, record keeping, and organizational skills.Ability to follow and enforce the policies and procedures of the program.Be able to work independently and be responsible.Able to accept supervision and be part of a team.Ability to respond physically to the needs of the clients or other programs issues on all floors of the facility.License/Certification – CADAC/LADAC or equivalent preferred, or actively pursuing certification.Keywords: Substance Use Disorder, Group, Addictions, Recovery, Mental Health, Counselor, Case Management, Therapy, Care Coordination, Clinical Supervision, Management
Driving License Required? Yes



Benefits:

Excellent benefits package including health and dental insurance, 403(b) retirement plan, tuition reimbursement/remission, paid vacation & holidays, sick time pay, and employee referral bonuses.



TO APPLY:

Apply online by going to https://www.baycove/org/apply/index.cfm?pid=9009.


Bay Cove Human Services, 66 Canal Street, Boston, MA 02114 


Bay Cove is an Equal Opportunity/Affirmative Action Employer
"
